ride_id,user_id,driver_id,vehicle_id,start_location,end_location,start_date,start_hour,end_date,end_hour,distance_km,fare_amount
18935,7536,155,28,Tangier (TNG),Cap Spartel,2024-02-24,14,2024-02-24,14,21.37,81.8
18936,4163,23,290,Dakhla (VIL),Port Dakhla,2024-07-11,22,2024-07-11,22,5.8,27.3
18937,5582,133,271,Oujda (OUD),Al Qods,2024-06-08,18,2024-06-08,18,14.1,56.35
18938,2765,63,274,Dakhla (VIL),Port Dakhla,2024-06-25,11,2024-06-25,12,7.41,32.94
18939,6719,161,288,Tangier (TNG),Malabata,2024-04-25,16,2024-04-25,17,14.16,56.56
18940,1992,231,190,Dakhla (VIL),PK25,2024-01-26,11,2024-01-26,12,25.64,96.74
18941,4504,2,18,Casablanca (CMN),Mohammedia,2024-05-12,8,2024-05-12,9,33.52,124.32
18942,1110,204,49,Marrakech (RAK),Medina,2024-09-25,4,2024-09-25,5,4.12,21.42
18943,297,8,16,Casablanca (CMN),Bouskoura,2024-03-10,11,2024-03-10,12,15.01,59.54
18944,7320,63,274,Agadir (AGA),Talborjt,2024-08-21,19,2024-08-21,20,21.21,81.24
18945,7165,167,36,Agadir (AGA),Inezgane,2024-04-09,0,2024-04-09,1,15.5,61.25
18946,105,133,271,Rabat-Salé (RBA),Temara,2024-07-22,22,2024-07-22,22,20.19,77.67
18947,8466,293,201,Rabat-Salé (RBA),Salé Center,2024-03-12,20,2024-03-12,21,12.7,51.45
18948,6547,294,102,Marrakech (RAK),Medina,2024-08-11,7,2024-08-11,7,6.47,29.64
18949,9376,178,91,Tangier (TNG),Malabata,2024-09-06,5,2024-09-06,5,15.66,61.81
18950,5826,58,210,Agadir (AGA),Ait Melloul,2024-06-18,14,2024-06-18,14,13.74,55.09
18951,3154,212,168,Laayoune (EUN),Foum El Oued,2024-02-29,18,2024-02-29,19,24.47,92.64
18952,5131,64,265,Fes (FEZ),Saiss district,2024-01-20,16,2024-01-20,16,6.3,29.05
18953,3102,94,98,Rabat-Salé (RBA),Salé Center,2024-04-20,23,2024-04-20,23,10.43,43.5
18954,6979,278,152,Agadir (AGA),Taghazout,2024-08-31,5,2024-08-31,6,44.0,161.0
18955,5267,161,288,Tangier (TNG),Gzenaya,2024-03-20,15,2024-03-20,15,5.99,27.96
18956,7742,20,293,Rabat-Salé (RBA),Hay Riad,2024-06-29,4,2024-06-29,5,12.09,49.32
18957,1722,89,172,Tangier (TNG),Gzenaya,2024-04-29,17,2024-04-29,17,11.75,48.12
18958,9940,223,177,Oujda (OUD),Lazaret,2024-03-02,5,2024-03-02,5,15.93,62.76
18959,3156,131,2,Rabat-Salé (RBA),Salé Center,2024-07-13,14,2024-07-13,14,11.59,47.56
18960,5758,254,235,Oujda (OUD),Al Qods,2024-03-10,21,2024-03-10,22,10.8,44.8
18961,3311,145,8,Fes (FEZ),Ville Nouvelle,2024-02-17,17,2024-02-17,18,12.48,50.68
18962,5813,232,133,Marrakech (RAK),Gueliz,2024-03-24,2,2024-03-24,2,8.61,37.14
18963,5181,105,165,Tangier (TNG),Port Tanger Ville,2024-04-11,20,2024-04-11,21,16.47,64.64
18964,6921,179,9,Marrakech (RAK),Gueliz,2024-05-15,11,2024-05-15,11,6.59,30.06
18965,4264,133,271,Dakhla (VIL),PK25,2024-07-03,4,2024-07-03,5,30.14,112.49
18966,3505,108,252,Nador (NDR),Beni Ensar,2024-01-08,15,2024-01-08,16,25.67,96.84
18967,4228,254,235,Tangier (TNG),Cap Spartel,2024-09-23,2,2024-09-23,2,16.93,66.26
18968,4456,179,9,Dakhla (VIL),Port Dakhla,2024-05-13,21,2024-05-13,21,6.65,30.28
18969,6932,142,37,Laayoune (EUN),Al Wahda,2024-01-09,5,2024-01-09,5,9.2,39.2
18970,6532,85,70,Laayoune (EUN),Foum El Oued,2024-07-31,19,2024-07-31,20,18.86,73.01
18971,9700,278,152,Oujda (OUD),Al Qods,2024-02-22,17,2024-02-22,18,13.11,52.88
18972,7518,145,8,Casablanca (CMN),Anfa,2024-06-24,22,2024-06-24,23,29.87,111.54
18973,8850,149,143,Agadir (AGA),Inezgane,2024-06-23,2,2024-06-23,3,16.1,63.35
18974,1203,61,169,Agadir (AGA),Inezgane,2024-01-10,9,2024-01-10,10,19.93,76.76
18975,2391,40,48,Agadir (AGA),Inezgane,2024-02-11,22,2024-02-11,23,16.52,64.82
18976,9382,65,105,Tangier (TNG),Port Tanger Ville,2024-01-20,16,2024-01-20,16,19.21,74.24
18977,2776,33,275,Casablanca (CMN),Mohammedia,2024-01-31,4,2024-01-31,5,29.1,108.85
18978,6720,40,48,Laayoune (EUN),Al Wahda,2024-09-22,12,2024-09-22,12,5.31,25.58
18979,760,94,98,Fes (FEZ),Ville Nouvelle,2024-08-19,8,2024-08-19,8,14.58,58.03
18980,9013,159,179,Agadir (AGA),Taghazout,2024-03-14,18,2024-03-14,20,48.59,177.06
18981,909,15,18,Dakhla (VIL),Port Dakhla,2024-08-23,15,2024-08-23,15,5.37,25.8
18982,2097,262,186,Fes (FEZ),Ville Nouvelle,2024-07-22,7,2024-07-22,7,14.1,56.35
18983,6642,181,236,Rabat-Salé (RBA),Agdal,2024-08-09,15,2024-08-09,15,17.63,68.7
18984,9403,127,52,Marrakech (RAK),Palmeraie,2024-01-16,22,2024-01-16,22,15.67,61.84
18985,5313,94,98,Tangier (TNG),Gzenaya,2024-01-30,6,2024-01-30,6,10.49,43.72
18986,8441,180,300,Fes (FEZ),Saiss district,2024-02-09,1,2024-02-09,1,4.53,22.86
18987,5196,94,98,Dakhla (VIL),PK25,2024-09-12,8,2024-09-12,9,30.12,112.42
18988,1250,10,152,Tangier (TNG),Cap Spartel,2024-04-22,11,2024-04-22,12,18.62,72.17
18989,4109,122,208,Tangier (TNG),Malabata,2024-06-06,6,2024-06-06,6,15.81,62.34
18990,82,186,188,Rabat-Salé (RBA),Salé Center,2024-03-14,23,2024-03-14,23,8.59,37.06
18991,8055,52,148,Agadir (AGA),Talborjt,2024-02-16,7,2024-02-16,8,24.11,91.38
18992,8756,106,296,Laayoune (EUN),Al Wahda,2024-07-15,3,2024-07-15,3,5.27,25.44
18993,2406,25,226,Casablanca (CMN),Mohammedia,2024-05-23,20,2024-05-23,22,31.64,117.74
18994,1018,2,18,Laayoune (EUN),Al Wahda,2024-09-08,12,2024-09-08,12,6.69,30.42
18995,2829,87,276,Marrakech (RAK),Palmeraie,2024-09-05,4,2024-09-05,4,16.43,64.5
18996,6468,130,127,Dakhla (VIL),PK25,2024-06-06,3,2024-06-06,4,27.01,101.54
18997,5153,135,279,Oujda (OUD),Berkane,2024-07-01,17,2024-07-01,19,61.54,222.39
18998,1258,118,134,Agadir (AGA),Ait Melloul,2024-06-05,11,2024-06-05,11,13.82,55.37
18999,6441,42,220,Rabat-Salé (RBA),Agdal,2024-07-19,22,2024-07-19,22,16.8,65.8
19000,4956,112,37,Dakhla (VIL),PK25,2024-09-17,0,2024-09-17,1,27.46,103.11
19001,1585,57,145,Dakhla (VIL),Port Dakhla,2024-08-31,1,2024-08-31,1,7.6,33.6
19002,1268,223,177,Fes (FEZ),Ville Nouvelle,2024-04-15,11,2024-04-15,11,15.35,60.72
19003,8778,76,92,Oujda (OUD),Lazaret,2024-06-13,19,2024-06-13,20,12.28,49.98
19004,6825,75,132,Rabat-Salé (RBA),Hay Riad,2024-03-14,8,2024-03-14,8,12.72,51.52
19005,8788,232,133,Marrakech (RAK),Targa,2024-01-14,10,2024-01-14,11,12.94,52.29
19006,4911,18,142,Casablanca (CMN),Anfa,2024-07-12,15,2024-07-12,16,32.45,120.58
19007,5348,153,227,Fes (FEZ),Batha,2024-09-14,10,2024-09-14,10,15.99,62.96
19008,372,181,236,Fes (FEZ),Ville Nouvelle,2024-09-05,0,2024-09-05,1,12.1,49.35
19009,5342,285,253,Casablanca (CMN),Bouskoura,2024-07-17,23,2024-07-17,23,16.4,64.4
19010,277,43,175,Marrakech (RAK),Palmeraie,2024-03-31,4,2024-03-31,5,14.43,57.5
19011,9760,43,175,Casablanca (CMN),Bouskoura,2024-05-17,1,2024-05-17,1,21.38,81.83
19012,9326,18,142,Nador (NDR),Selouane,2024-09-10,15,2024-09-10,16,14.46,57.61
19013,8636,84,294,Oujda (OUD),Lazaret,2024-04-11,7,2024-04-11,7,14.89,59.12
19014,3123,208,146,Dakhla (VIL),Port Dakhla,2024-04-08,19,2024-04-08,19,7.17,32.1
19015,6039,178,91,Tangier (TNG),Port Tanger Ville,2024-09-28,10,2024-09-28,10,16.16,63.56
19016,131,294,102,Casablanca (CMN),Bouskoura,2024-10-04,10,2024-10-04,11,20.53,78.86
19017,965,180,300,Dakhla (VIL),Port Dakhla,2024-09-30,14,2024-09-30,14,8.77,37.7
19018,6055,69,262,Tangier (TNG),Cap Spartel,2024-06-12,22,2024-06-12,22,21.13,80.96
19019,3948,84,294,Fes (FEZ),Ville Nouvelle,2024-07-19,0,2024-07-19,1,15.1,59.85
19020,4196,257,148,Casablanca (CMN),Bouskoura,2024-05-07,23,2024-05-08,0,22.4,85.4
19021,5271,129,283,Fes (FEZ),Saiss district,2024-05-20,20,2024-05-20,20,3.6,19.6
19022,7334,230,256,Casablanca (CMN),Anfa,2024-04-27,9,2024-04-27,10,31.35,116.72
19023,8863,233,290,Laayoune (EUN),Al Wahda,2024-04-01,17,2024-04-01,17,7.8,34.3
19024,6375,299,141,Oujda (OUD),Al Qods,2024-06-08,18,2024-06-08,18,14.03,56.1
19025,2812,295,109,Casablanca (CMN),Mohammedia,2024-09-03,11,2024-09-03,12,33.11,122.88
19026,5967,97,8,Laayoune (EUN),Foum El Oued,2024-03-18,3,2024-03-18,4,19.42,74.97
19027,8242,21,9,Marrakech (RAK),Palmeraie,2024-02-17,9,2024-02-17,9,14.65,58.28
19028,9336,182,151,Laayoune (EUN),Foum El Oued,2024-03-20,8,2024-03-20,9,20.64,79.24
19029,4297,177,95,Casablanca (CMN),Bouskoura,2024-09-05,15,2024-09-05,16,22.75,86.62
19030,3810,157,283,Marrakech (RAK),Targa,2024-05-09,2,2024-05-09,3,11.24,46.34
19031,4769,119,272,Laayoune (EUN),Al Wahda,2024-01-19,19,2024-01-19,19,5.16,25.06
19032,2904,38,98,Tangier (TNG),Cap Spartel,2024-05-23,2,2024-05-23,2,17.42,67.97
19033,3751,107,247,Rabat-Salé (RBA),Hay Riad,2024-07-07,3,2024-07-07,4,14.22,56.77
19034,374,256,108,Tangier (TNG),Cap Spartel,2024-09-18,13,2024-09-18,14,16.11,63.38
19035,9956,70,206,Oujda (OUD),Lazaret,2024-05-01,17,2024-05-01,18,14.65,58.28
19036,9285,2,18,Marrakech (RAK),Targa,2024-03-16,6,2024-03-16,6,12.76,51.66
19037,1682,9,176,Oujda (OUD),Berkane,2024-10-03,17,2024-10-03,19,57.98,209.93
19038,5492,119,272,Tangier (TNG),Cap Spartel,2024-08-11,11,2024-08-11,11,16.89,66.12
19039,1008,256,108,Casablanca (CMN),Maarif,2024-04-07,15,2024-04-07,15,26.03,98.1
19040,3489,157,283,Dakhla (VIL),PK25,2024-04-17,12,2024-04-17,12,25.4,95.9
19041,9967,54,159,Fes (FEZ),Ville Nouvelle,2024-08-20,16,2024-08-20,16,13.89,55.62
19042,1651,135,279,Rabat-Salé (RBA),Temara,2024-01-31,12,2024-01-31,13,22.87,87.04
19043,1338,164,21,Dakhla (VIL),Port Dakhla,2024-04-22,15,2024-04-22,15,8.74,37.59
19044,991,143,6,Tangier (TNG),Malabata,2024-07-15,21,2024-07-15,22,14.14,56.49
19045,6100,141,203,Dakhla (VIL),PK25,2024-04-10,3,2024-04-10,4,31.32,116.62
19046,677,188,100,Marrakech (RAK),Medina,2024-05-04,22,2024-05-04,22,5.88,27.58
19047,4276,181,236,Oujda (OUD),Al Qods,2024-07-08,9,2024-07-08,9,11.89,48.62
19048,5778,24,37,Fes (FEZ),Saiss district,2024-09-19,2,2024-09-19,2,6.87,31.04
19049,1609,103,165,Rabat-Salé (RBA),Agdal,2024-02-05,14,2024-02-05,14,16.78,65.73
19050,2737,157,283,Nador (NDR),Beni Ensar,2024-03-08,6,2024-03-08,7,31.57,117.5
19051,6222,175,126,Tangier (TNG),Malabata,2024-09-12,8,2024-09-12,9,18.39,71.37
19052,2449,128,206,Marrakech (RAK),Gueliz,2024-09-12,15,2024-09-12,15,7.65,33.78
19053,9428,232,133,Tangier (TNG),Malabata,2024-08-02,9,2024-08-02,9,17.08,66.78
19054,1089,22,48,Fes (FEZ),Batha,2024-06-08,8,2024-06-08,8,17.89,69.62
19055,1517,136,262,Agadir (AGA),Inezgane,2024-09-11,3,2024-09-11,3,16.54,64.89
19056,7872,130,127,Laayoune (EUN),Al Wahda,2024-07-08,17,2024-07-08,17,10.1,42.35
19057,3016,276,115,Agadir (AGA),Talborjt,2024-01-04,20,2024-01-04,20,26.82,100.87
19058,8258,190,59,Rabat-Salé (RBA),Temara,2024-03-12,4,2024-03-12,5,22.47,85.64
19059,2123,184,274,Tangier (TNG),Gzenaya,2024-01-13,12,2024-01-13,12,6.55,29.92
19060,9521,261,42,Agadir (AGA),Talborjt,2024-01-26,23,2024-01-26,23,22.0,84.0
19061,6911,261,42,Fes (FEZ),Saiss district,2024-09-08,13,2024-09-08,14,6.9,31.15
19062,9322,269,145,Agadir (AGA),Taghazout,2024-03-16,22,2024-03-16,23,37.34,137.69
19063,6667,207,230,Casablanca (CMN),Bouskoura,2024-03-21,13,2024-03-21,14,17.7,68.95
19064,8780,258,20,Oujda (OUD),Al Qods,2024-07-07,1,2024-07-07,1,11.01,45.54
19065,1920,125,79,Agadir (AGA),Taghazout,2024-08-19,11,2024-08-19,12,39.33,144.66
19066,3844,116,45,Oujda (OUD),Lazaret,2024-09-06,9,2024-09-06,9,16.89,66.12
19067,9954,205,69,Tangier (TNG),Port Tanger Ville,2024-05-18,17,2024-05-18,17,18.73,72.56
19068,4001,182,151,Dakhla (VIL),PK25,2024-03-03,9,2024-03-03,10,29.09,108.82
19069,3243,178,91,Casablanca (CMN),Bouskoura,2024-08-31,15,2024-08-31,15,18.68,72.38
19070,3992,187,265,Nador (NDR),Selouane,2024-08-24,12,2024-08-24,12,11.72,48.02
19071,1686,140,204,Marrakech (RAK),Gueliz,2024-04-13,17,2024-04-13,17,5.12,24.92
19072,6911,48,180,Tangier (TNG),Port Tanger Ville,2024-08-16,3,2024-08-16,4,15.24,60.34
19073,4702,100,157,Agadir (AGA),Taghazout,2024-05-17,23,2024-05-18,0,37.17,137.1
19074,9185,114,264,Fes (FEZ),Ville Nouvelle,2024-06-06,23,2024-06-06,23,13.9,55.65
19075,852,102,58,Oujda (OUD),Berkane,2024-09-28,19,2024-09-28,20,58.9,213.15
19076,556,170,242,Casablanca (CMN),Anfa,2024-04-29,5,2024-04-29,6,28.01,105.04
19077,9432,96,74,Agadir (AGA),Taghazout,2024-01-16,10,2024-01-16,11,49.8,181.3
19078,5495,56,224,Tangier (TNG),Port Tanger Ville,2024-01-02,6,2024-01-02,6,15.28,60.48
19079,4115,129,283,Fes (FEZ),Ville Nouvelle,2024-02-23,15,2024-02-23,16,13.8,55.3
19080,3172,95,240,Agadir (AGA),Talborjt,2024-01-13,7,2024-01-13,8,26.97,101.4
19081,8540,236,199,Casablanca (CMN),Anfa,2024-08-19,4,2024-08-19,5,30.63,114.2
19082,2249,161,288,Marrakech (RAK),Gueliz,2024-03-24,22,2024-03-24,22,6.13,28.46
19083,1010,74,102,Oujda (OUD),Lazaret,2024-02-15,23,2024-02-16,0,17.95,69.82
19084,2746,22,48,Fes (FEZ),Batha,2024-07-14,23,2024-07-14,23,15.52,61.32
19085,771,68,67,Rabat-Salé (RBA),Agdal,2024-06-10,6,2024-06-10,7,13.21,53.24
19086,6927,300,282,Marrakech (RAK),Medina,2024-06-21,16,2024-06-21,16,4.18,21.63
19087,8487,219,101,Oujda (OUD),Berkane,2024-06-25,18,2024-06-25,19,59.54,215.39
19088,3817,212,168,Fes (FEZ),Ville Nouvelle,2024-04-22,3,2024-04-22,3,13.22,53.27
19089,5799,126,256,Marrakech (RAK),Targa,2024-06-22,1,2024-06-22,1,10.59,44.06
19090,2274,268,229,Tangier (TNG),Cap Spartel,2024-07-04,10,2024-07-04,10,18.97,73.4
19091,4813,78,215,Marrakech (RAK),Gueliz,2024-10-03,3,2024-10-03,3,9.56,40.46
19092,8164,158,91,Tangier (TNG),Malabata,2024-06-08,0,2024-06-08,0,14.07,56.24
19093,7747,191,123,Fes (FEZ),Batha,2024-05-13,20,2024-05-13,20,19.7,75.95
19094,3932,280,97,Marrakech (RAK),Gueliz,2024-04-30,6,2024-04-30,7,6.3,29.05
19095,3057,232,133,Oujda (OUD),Al Qods,2024-02-06,18,2024-02-06,18,14.2,56.7
19096,5900,160,81,Marrakech (RAK),Targa,2024-05-08,3,2024-05-08,3,10.3,43.05
19097,327,84,294,Marrakech (RAK),Gueliz,2024-02-07,2,2024-02-07,2,7.76,34.16
19098,8334,22,48,Marrakech (RAK),Medina,2024-02-02,18,2024-02-02,18,7.41,32.94
19099,3889,91,195,Dakhla (VIL),PK25,2024-01-22,0,2024-01-22,1,31.87,118.54
19100,1392,59,217,Casablanca (CMN),Anfa,2024-05-18,5,2024-05-18,6,37.63,138.71
19101,4901,239,132,Dakhla (VIL),Port Dakhla,2024-05-25,6,2024-05-25,6,5.96,27.86
19102,9787,284,271,Oujda (OUD),Al Qods,2024-07-23,17,2024-07-23,18,14.55,57.92
19103,608,185,140,Dakhla (VIL),PK25,2024-02-07,8,2024-02-07,8,28.58,107.03
19104,3837,83,144,Agadir (AGA),Inezgane,2024-03-04,5,2024-03-04,6,19.9,76.65
19105,9544,216,88,Laayoune (EUN),Al Wahda,2024-04-15,21,2024-04-15,21,10.25,42.88
19106,4059,8,16,Agadir (AGA),Talborjt,2024-09-09,2,2024-09-09,3,22.82,86.87
19107,7910,256,108,Nador (NDR),Selouane,2024-08-20,6,2024-08-20,6,10.45,43.58
19108,4437,50,81,Laayoune (EUN),Foum El Oued,2024-05-13,3,2024-05-13,3,22.6,86.1
19109,8801,221,49,Oujda (OUD),Al Qods,2024-01-29,13,2024-01-29,14,14.76,58.66
19110,3169,91,195,Marrakech (RAK),Palmeraie,2024-01-05,22,2024-01-05,22,17.23,67.31
19111,1278,47,292,Tangier (TNG),Port Tanger Ville,2024-01-15,9,2024-01-15,10,15.68,61.88
19112,9062,114,264,Fes (FEZ),Ville Nouvelle,2024-07-16,15,2024-07-16,16,13.91,55.68
19113,4265,167,36,Nador (NDR),Beni Ensar,2024-02-08,8,2024-02-08,9,30.02,112.07
19114,8025,164,21,Agadir (AGA),Inezgane,2024-01-20,0,2024-01-20,0,21.1,80.85
19115,9987,274,260,Laayoune (EUN),Al Wahda,2024-06-11,2,2024-06-11,3,11.95,48.82
19116,4304,217,69,Marrakech (RAK),Medina,2024-05-05,10,2024-05-05,10,7.41,32.94
19117,839,148,72,Marrakech (RAK),Targa,2024-02-16,19,2024-02-16,19,13.0,52.5
19118,7184,188,100,Laayoune (EUN),Foum El Oued,2024-02-25,19,2024-02-25,20,23.47,89.14
19119,646,121,198,Rabat-Salé (RBA),Agdal,2024-09-21,17,2024-09-21,17,13.9,55.65
19120,365,193,227,Rabat-Salé (RBA),Temara,2024-09-12,15,2024-09-12,16,25.18,95.13
19121,3004,59,217,Rabat-Salé (RBA),Hay Riad,2024-08-01,22,2024-08-01,22,17.57,68.5
19122,1935,184,274,Rabat-Salé (RBA),Agdal,2024-01-05,8,2024-01-05,8,15.67,61.84
19123,8749,111,187,Tangier (TNG),Malabata,2024-08-08,1,2024-08-08,2,19.56,75.46
19124,6498,157,283,Agadir (AGA),Inezgane,2024-05-06,11,2024-05-06,11,15.9,62.65
19125,5246,273,30,Rabat-Salé (RBA),Hay Riad,2024-02-28,8,2024-02-28,8,12.94,52.29
19126,3212,93,106,Tangier (TNG),Cap Spartel,2024-01-01,16,2024-01-01,17,21.95,83.82
19127,7343,262,186,Marrakech (RAK),Medina,2024-04-16,18,2024-04-16,18,4.44,22.54
19128,2342,174,144,Rabat-Salé (RBA),Agdal,2024-02-09,14,2024-02-09,15,14.07,56.24
19129,3313,239,132,Fes (FEZ),Batha,2024-01-28,1,2024-01-28,2,18.9,73.15
19130,8591,285,253,Agadir (AGA),Taghazout,2024-04-13,12,2024-04-13,13,35.38,130.83
19131,5696,5,138,Fes (FEZ),Ville Nouvelle,2024-06-30,7,2024-06-30,7,13.37,53.79
19132,9704,131,2,Agadir (AGA),Inezgane,2024-04-10,2,2024-04-10,3,20.41,78.44
19133,2601,30,49,Dakhla (VIL),PK25,2024-05-17,14,2024-05-17,15,28.6,107.1
19134,7851,224,221,Laayoune (EUN),Foum El Oued,2024-01-06,6,2024-01-06,7,24.3,92.05
19135,9165,39,274,Casablanca (CMN),Anfa,2024-01-16,3,2024-01-16,4,35.98,132.93
19136,2438,61,169,Casablanca (CMN),Bouskoura,2024-04-07,1,2024-04-07,2,16.48,64.68
19137,3499,300,282,Oujda (OUD),Lazaret,2024-03-25,7,2024-03-25,7,13.7,54.95
19138,2308,90,9,Rabat-Salé (RBA),Salé Center,2024-02-25,21,2024-02-25,21,11.96,48.86
19139,2239,173,190,Fes (FEZ),Ville Nouvelle,2024-08-18,18,2024-08-18,19,15.12,59.92
19140,3324,134,89,Rabat-Salé (RBA),Agdal,2024-07-08,16,2024-07-08,17,19.96,76.86
19141,6226,117,33,Casablanca (CMN),Anfa,2024-09-13,12,2024-09-13,13,30.79,114.76
19142,6488,82,173,Casablanca (CMN),Mohammedia,2024-01-01,5,2024-01-01,7,33.36,123.76
19143,9997,71,167,Agadir (AGA),Ait Melloul,2024-04-10,22,2024-04-10,22,14.25,56.88
19144,3639,204,49,Rabat-Salé (RBA),Hay Riad,2024-06-09,7,2024-06-09,8,14.61,58.14
19145,3059,96,74,Dakhla (VIL),PK25,2024-07-19,2,2024-07-19,2,29.01,108.54
19146,6306,61,169,Rabat-Salé (RBA),Salé Center,2024-04-03,12,2024-04-03,12,10.12,42.42
19147,9725,282,121,Laayoune (EUN),Foum El Oued,2024-07-19,1,2024-07-19,1,20.99,80.46
19148,8778,270,114,Dakhla (VIL),Port Dakhla,2024-07-27,16,2024-07-27,16,5.29,25.52
19149,5583,282,121,Casablanca (CMN),Maarif,2024-05-18,13,2024-05-18,14,23.95,90.82
19150,5742,168,228,Tangier (TNG),Cap Spartel,2024-06-25,14,2024-06-25,14,17.07,66.74
19151,2186,56,224,Tangier (TNG),Port Tanger Ville,2024-05-08,17,2024-05-08,18,18.95,73.32
19152,8117,161,288,Fes (FEZ),Ville Nouvelle,2024-06-25,23,2024-06-26,0,14.31,57.08
19153,3078,79,126,Oujda (OUD),Al Qods,2024-05-24,13,2024-05-24,13,15.83,62.4
19154,8702,208,146,Marrakech (RAK),Medina,2024-02-12,0,2024-02-12,0,7.01,31.54
19155,518,278,152,Tangier (TNG),Gzenaya,2024-02-09,22,2024-02-09,22,10.4,43.4
19156,1506,177,95,Fes (FEZ),Saiss district,2024-08-05,12,2024-08-05,13,5.09,24.82
19157,6205,249,99,Agadir (AGA),Ait Melloul,2024-07-22,16,2024-07-22,17,13.28,53.48
19158,9455,169,148,Fes (FEZ),Batha,2024-09-19,2,2024-09-19,3,15.51,61.28
19159,6654,53,89,Marrakech (RAK),Medina,2024-05-15,18,2024-05-15,18,5.92,27.72
19160,3535,244,293,Marrakech (RAK),Palmeraie,2024-06-18,1,2024-06-18,1,12.37,50.29
19161,8844,272,10,Oujda (OUD),Berkane,2024-01-07,7,2024-01-07,8,62.3,225.05
19162,4245,39,274,Agadir (AGA),Inezgane,2024-04-25,19,2024-04-25,20,19.27,74.44
19163,4873,130,127,Fes (FEZ),Batha,2024-09-30,18,2024-09-30,19,17.26,67.41
19164,3983,191,123,Rabat-Salé (RBA),Hay Riad,2024-01-31,17,2024-01-31,18,17.38,67.83
19165,141,133,271,Marrakech (RAK),Targa,2024-03-26,17,2024-03-26,18,13.67,54.84
19166,1564,279,38,Fes (FEZ),Saiss district,2024-01-12,2,2024-01-12,2,3.82,20.37
19167,9917,219,101,Oujda (OUD),Berkane,2024-01-17,2,2024-01-17,4,57.96,209.86
19168,6738,271,247,Rabat-Salé (RBA),Agdal,2024-07-30,9,2024-07-30,9,14.18,56.63
19169,3358,247,138,Fes (FEZ),Saiss district,2024-10-02,23,2024-10-02,23,4.7,23.45
19170,3993,66,289,Dakhla (VIL),Port Dakhla,2024-05-30,11,2024-05-30,11,8.69,37.42
19171,3769,166,90,Laayoune (EUN),Al Wahda,2024-03-03,4,2024-03-03,5,9.54,40.39
19172,5292,124,237,Dakhla (VIL),Port Dakhla,2024-05-21,16,2024-05-21,16,5.66,26.81
19173,993,191,123,Rabat-Salé (RBA),Temara,2024-01-29,2,2024-01-29,3,28.39,106.36
19174,8328,41,228,Agadir (AGA),Ait Melloul,2024-03-25,5,2024-03-25,5,11.08,45.78
19175,5641,26,171,Agadir (AGA),Taghazout,2024-01-03,3,2024-01-03,4,40.19,147.66
19176,7245,89,172,Marrakech (RAK),Palmeraie,2024-02-07,23,2024-02-07,23,12.88,52.08
19177,5157,25,226,Casablanca (CMN),Maarif,2024-04-11,15,2024-04-11,16,30.24,112.84
19178,6808,295,109,Marrakech (RAK),Targa,2024-06-13,18,2024-06-13,18,12.12,49.42
19179,5040,55,145,Laayoune (EUN),Al Wahda,2024-08-18,20,2024-08-18,20,9.06,38.71
19180,6294,41,228,Marrakech (RAK),Targa,2024-03-28,18,2024-03-28,18,9.2,39.2
19181,2445,101,45,Casablanca (CMN),Mohammedia,2024-09-15,8,2024-09-15,9,33.95,125.83
19182,6493,205,69,Fes (FEZ),Saiss district,2024-06-30,23,2024-06-30,23,4.88,24.08
19183,5276,153,227,Oujda (OUD),Lazaret,2024-01-20,17,2024-01-20,17,13.21,53.24
19184,4659,51,207,Marrakech (RAK),Gueliz,2024-06-28,21,2024-06-28,21,6.38,29.33
19185,964,80,274,Oujda (OUD),Lazaret,2024-04-20,16,2024-04-20,16,13.86,55.51
19186,6764,185,140,Agadir (AGA),Ait Melloul,2024-09-19,22,2024-09-19,22,13.17,53.1
19187,6023,271,247,Agadir (AGA),Talborjt,2024-03-15,15,2024-03-15,15,26.96,101.36
19188,999,157,283,Oujda (OUD),Lazaret,2024-09-27,23,2024-09-27,23,17.35,67.73
19189,2505,247,138,Nador (NDR),Selouane,2024-07-30,6,2024-07-30,6,11.78,48.23
19190,1200,69,262,Marrakech (RAK),Gueliz,2024-05-20,3,2024-05-20,4,8.16,35.56
19191,17,21,9,Nador (NDR),Selouane,2024-01-01,0,2024-01-01,1,11.74,48.09
19192,867,293,201,Casablanca (CMN),Bouskoura,2024-01-17,2,2024-01-17,2,23.36,88.76
19193,9334,229,217,Tangier (TNG),Gzenaya,2024-06-27,16,2024-06-27,16,5.9,27.65
19194,2890,248,20,Agadir (AGA),Taghazout,2024-05-20,20,2024-05-20,22,38.34,141.19
19195,8025,283,254,Laayoune (EUN),Al Wahda,2024-09-01,11,2024-09-01,12,11.3,46.55
19196,596,86,3,Marrakech (RAK),Targa,2024-08-04,8,2024-08-04,8,13.07,52.74
19197,7784,124,237,Oujda (OUD),Al Qods,2024-03-29,14,2024-03-29,14,11.54,47.39
19198,3350,219,101,Casablanca (CMN),Maarif,2024-06-03,3,2024-06-03,4,24.91,94.18
19199,3472,186,188,Fes (FEZ),Ville Nouvelle,2024-02-05,3,2024-02-05,3,13.91,55.68
19200,2315,85,70,Marrakech (RAK),Medina,2024-01-31,21,2024-01-31,21,5.94,27.79
19201,3581,210,16,Tangier (TNG),Cap Spartel,2024-07-27,7,2024-07-27,7,18.02,70.07
19202,3602,146,44,Agadir (AGA),Talborjt,2024-09-22,0,2024-09-22,1,27.01,101.54
